iter	RMSE
243	46158.52997
244	46140.04233
245	46121.28335
246	46093.62854
247	46072.91113
248	45998.08764
249	45930.64267
250	45898.63798
251	45875.38003
252	45852.75544
253	45821.42736
254	45804.06138
255	45759.68976
256	45737.88869
257	45716.42157
258	45652.74761
259	45631.56515
260	45620.87891
261	45557.24504
262	45501.221
263	45479.62309
264	45460.46081
265	45440.71621
266	45397.2403
267	45371.9328
268	45357.75962
269	45333.13058
270	45280.58784
271	45256.82938
272	45225.85694
273	45209.65137
274	45186.48432
275	45128.65141
276	45079.02244
277	45056.99203
278	45027.1322
279	44990.29274
280	44965.87347
281	44953.85416
282	44924.40642
283	44906.79122
284	44885.90328
285	44830.11347
286	44816.36675
287	44795.76405
288	44782.81989
289	44751.47568
290	44728.45234
291	44707.43353
292	44662.44926
293	44648.73298
294	44591.84424
295	44579.67223
296	44566.30623
297	44554.47859
298	44528.36187
299	44463.28977
300	44399.71703
301	44365.25886
302	44353.31633
303	44317.2026
304	44290.68444
305	44256.87859
306	44202.30691
307	44190.84848
308	44165.57315
309	44117.52194
310	44092.47197
311	44043.75162
312	44027.87997
313	44001.57672
314	43974.91458
315	43951.83316
316	43941.18657
317	43928.29413
318	43886.22572
319	43873.8992
320	43833.7502
321	43821.68851
322	43804.18311
323	43787.12679
324	43759.53481
325	43721.13757
326	43696.7722
327	43679.23317
328	43657.03678
329	43634.56113
330	43620.30699
331	43600.46155
332	43560.23654
333	43542.22148
334	43535.22269
335	43526.1179
336	43512.89969
337	43494.85574
338	43473.90487
339	43452.29005
340	43417.78611
341	43405.10006
342	43380.12814
343	43330.80317
344	43298.15064
345	43290.25477
346	43261.49534
347	43229.81015
348	43207.40704
349	43192.34094
350	43185.08832
351	43173.57111
352	43157.70807
353	43151.62246
354	43131.50673
355	43120.29563
356	43090.11628
357	43067.24922
358	43041.13793
359	43027.31182
360	42994.19619
361	42983.89794
362	42964.88362
363	42947.71623
364	42911.8981
365	42889.69951
366	42854.31845
367	42841.54333
368	42812.74728
369	42799.76645
370	42792.7563
371	42780.13227
372	42766.23361
373	42738.22352
374	42719.92372
375	42702.88382
376	42693.24245
377	42675.66853
378	42666.69917
379	42659.10333
380	42647.68902
381	42620.40861
382	42610.14299
383	42597.26715
384	42588.81774
385	42568.46734
386	42536.91901
387	42527.91159
388	42515.47246
389	42470.86583
390	42458.60481
391	42450.9362
392	42436.98262
393	42421.84965
394	42405.15099
395	42372.1319
396	42349.68992
397	42338.62104
398	42323.26539
399	42313.09325
400	42296.54134
401	42286.72142
402	42277.1349
403	42246.86053
404	42232.54146
405	42223.59945
406	42176.87984
407	42130.32305
408	42102.4027
409	42087.96985
410	42070.42212
411	42054.97925
412	42028.67458
413	42015.45507
414	42004.33243
415	41991.73988
416	41977.39189
417	41970.40168
418	41961.89388
419	41917.52828
420	41909.71965
421	41859.79956
422	41830.17983
423	41806.70624
424	41793.52632
425	41786.92134
426	41770.80378
427	41746.83497
428	41736.96232
429	41727.49807
430	41717.20676
431	41703.11624
432	41665.14971
433	41642.47562
434	41601.6454
435	41591.70381
436	41573.01834
437	41565.4102
438	41547.3535
439	41526.22785
440	41520.26322
441	41508.97105
442	41487.42826
443	41474.00918
444	41461.88293
445	41442.01415
446	41432.99193
447	41426.55514
448	41422.3539
449	41413.93905
450	41402.67779
451	41398.00542
452	41370.31378
453	41352.01565
454	41329.68229
455	41311.28692
456	41276.26372
457	41255.38955
458	41231.01326
459	41220.32222
460	41197.6771
461	41189.40854
462	41182.38204
463	41170.19264
464	41164.50577
465	41152.5921
466	41143.9255
467	41117.11465
468	41112.29961
469	41089.07255
470	41080.64022
471	41072.46262
472	41067.82697
473	41060.56546
474	41053.52452
475	41039.97971
476	41029.0926
477	41017.9941
478	41007.57088
479	40998.2794
480	40987.93267
481	40978.91288
482	40941.26542
483	40938.52336
484	40930.79633
485	40917.93252
486	40886.44961
487	40873.55243
488	40858.17381
489	40842.03736
490	40831.07867
491	40820.83358
492	40792.25786
493	40769.05874
494	40760.99678
495	40734.37953
496	40704.63151
497	40700.754
498	40692.25489
499	40676.45626
500	40668.14968
501	40658.82469
502	40639.50806
503	40630.37685
504	40622.69481
505	40608.79038
506	40594.91857
507	40591.9674
508	40577.15664
509	40573.08655
510	40565.41737
511	40554.56044
512	40549.40156
513	40542.66567
514	40522.81454
515	40512.14581
516	40489.89902
517	40469.50016
518	40465.79722
519	40451.78968
520	40439.24974
521	40429.4062
522	40422.08708
523	40415.52604
524	40398.42058
525	40388.66587
526	40381.8371
527	40374.54396
528	40371.738
529	40361.20771
530	40344.39686
531	40337.9496
532	40325.74941
533	40320.43283
534	40313.12194
535	40298.33036
536	40287.40047
537	40274.40916
538	40256.21555
539	40237.2022
540	40219.57633
541	40215.43104
542	40208.95079
543	40206.37254
544	40202.83874
545	40195.5646
546	40185.79335
547	40179.37193
548	40174.4572
549	40169.8963
550	40163.64073
551	40146.62666
552	40144.66214
553	40129.63283
554	40123.25669
555	40117.27163
556	40102.67789
557	40093.31525
558	40087.46628
559	40084.41076
560	40082.97158
561	40061.20257
562	40048.10405
563	40046.15494
564	40040.46152
565	40036.95535
566	40018.03012
567	40007.42809
568	39973.16313
569	39966.01969
570	39951.80267
571	39939.60764
572	39932.41322
573	39920.18285
574	39906.94391
575	39896.96212
576	39885.58437
577	39876.02767
578	39865.13679
579	39848.12563
580	39838.68421
581	39820.53551
582	39818.36854
583	39810.16405
584	39808.64969
585	39801.41017
586	39786.85921
587	39779.73311
588	39776.97772
589	39771.14685
590	39765.54487
591	39747.42977
592	39742.31145
593	39737.36826
594	39732.54431
595	39724.98713
596	39721.48446
597	39715.49169
598	39714.29211
599	39710.31352
600	39700.70737
601	39693.43971
602	39686.87947
603	39677.38389
604	39674.35483
605	39651.74291
606	39647.047
607	39627.92028
608	39615.0932
609	39608.94642
610	39603.32288
611	39581.94393
612	39570.56278
613	39568.72406
614	39559.72187
615	39547.67482
616	39533.49839
617	39531.75947
618	39501.18109
619	39496.94918
620	39489.69268
621	39473.22703
622	39467.57731
623	39462.82079
624	39457.29552
625	39436.00934
626	39423.112
627	39411.97434
628	39395.60073
629	39382.68787
630	39375.79613
631	39364.3517
632	39342.08546
633	39329.16126
634	39316.71439
635	39312.12778
636	39288.35854
637	39283.20209
638	39265.22415
639	39257.54959
640	39248.05935
641	39243.12545
642	39236.35072
643	39227.02732
644	39222.89243
645	39217.62593
646	39214.2102
647	39204.13759
648	39192.86619
649	39189.29863
650	39180.9715
651	39172.58856
652	39154.79716
653	39146.13064
654	39144.4387
655	39139.95261
656	39131.08883
657	39121.40876
658	39109.83428
659	39102.49576
660	39095.20108
661	39087.27883
662	39081.98549
663	39077.58349
664	39061.55619
665	39047.38384
666	39038.92073
667	39035.75761
668	39031.01848
669	39014.33249
670	39003.1606
671	38983.65213
672	38975.58069
673	38967.19947
674	38956.13969
675	38950.30274
676	38945.8166
677	38942.31859
678	38935.81775
679	38927.01696
680	38924.18866
681	38910.39112
682	38902.16464
683	38895.94283
684	38891.66063
685	38889.33653
686	38888.56538
687	38867.25128
688	38853.90681
689	38841.3287
690	38838.10503
691	38834.26944
692	38827.87346
693	38822.62149
694	38816.03508
695	38803.27261
696	38798.32235
697	38790.97127
698	38778.73483
699	38775.43979
700	38766.54215
701	38754.53547
702	38745.59215
703	38726.74644
704	38725.88206
705	38722.35105
706	38710.66878
707	38703.875
708	38695.77126
709	38690.31819
710	38683.39282
711	38678.2117
712	38670.9406
713	38670.05381
714	38658.85483
715	38652.28442
716	38650.71513
717	38630.17109
718	38624.67953
719	38613.71418
720	38611.4476
721	38608.72672
722	38598.34231
723	38595.63619
724	38585.4492
725	38570.08389
726	38567.02833
727	38555.35154
728	38546.15201
729	38540.15295
730	38525.56894
731	38517.74927
732	38507.58603
733	38491.34667
734	38479.72082
735	38477.58866
736	38464.62184
737	38458.7269
738	38448.77104
739	38444.76854
740	38430.98245
741	38422.27511
742	38420.70222
743	38414.89084
744	38395.3326
745	38386.36619
746	38381.51827
747	38366.23616
748	38358.98682
749	38352.32772
750	38347.12532
751	38341.82508
752	38336.37317
753	38328.2458
754	38317.57391
755	38311.80212
756	38309.65934
757	38308.52755
758	38300.93721
759	38287.91458
760	38284.92539
761	38279.81167
762	38272.23139
763	38268.00797
764	38266.10051
765	38265.72526
766	38260.55055
767	38254.53674
768	38253.61218
769	38242.12772
770	38239.51247
771	38232.85473
772	38218.35478
773	38213.10599
774	38211.10562
775	38208.33135
776	38204.70283
777	38197.43878
778	38192.02245
779	38177.45666
780	38175.21017
781	38164.61559
782	38159.48677
783	38155.95936
784	38153.19061
785	38141.66647
786	38136.35061
787	38132.03628
788	38130.10651
789	38124.57476
790	38117.98725
791	38113.91758
792	38107.56192
793	38103.77727
794	38098.65359
795	38092.21794
796	38088.71427
797	38086.40048
798	38085.04518
799	38079.89263
800	38072.72842
801	38070.24612
802	38065.54794
803	38060.63499
804	38047.55481
805	38046.62056
806	38045.6954
807	38043.9678
808	38041.30766
809	38037.35692
810	38034.85799
811	38028.96229
812	38027.72515
813	38026.32541
814	38019.25409
815	38010.62429
816	38005.37057
817	38000.71284
818	37996.84436
819	37995.18401
820	37994.22524
821	37989.94181
822	37985.13821
823	37975.9063
824	37972.01576
825	37964.08572
826	37959.58258
827	37958.72027
828	37937.56514
829	37928.28959
830	37920.11064
831	37911.52981
832	37909.4461
833	37904.97801
834	37898.63087
835	37896.33536
836	37890.15977
837	37888.52448
838	37886.41874
839	37881.72652
840	37881.37282
841	37876.00449
842	37871.80907
843	37864.60512
844	37858.37156
845	37856.88892
846	37854.92947
847	37842.45432
848	37839.10439
849	37819.7818
850	37807.00884
851	37805.27178
852	37795.91286
853	37792.76667
854	37789.50565
855	37787.1539
856	37785.66785
857	37785.09172
858	37781.80047
859	37772.22343
860	37770.80694
861	37767.66227
862	37767.03514
863	37751.93677
864	37748.95927
865	37748.23965
866	37746.91553
867	37736.95128
868	37736.48339
869	37723.55807
870	37715.20617
871	37711.62529
872	37706.66192
873	37697.99646
874	37695.83434
875	37686.63631
876	37685.10152
877	37683.22195
878	37682.4647
879	37680.09171
880	37677.5942
881	37677.1672
882	37668.44074
883	37660.42608
884	37657.60057
885	37656.61887
886	37651.77416
887	37648.23508
888	37645.66604
889	37642.78378
890	37641.70696
891	37639.03559
892	37632.52865
893	37632.02033
894	37631.25771
895	37626.38994
896	37618.20673
897	37612.94542
898	37605.04639
899	37602.17139
900	37597.00924
901	37589.11184
902	37588.6606
903	37585.58236
904	37578.88866
905	37574.94968
906	37572.35929
907	37570.47966
908	37569.30761
909	37564.54742
910	37551.50941
911	37546.6041
912	37544.21912
913	37534.53906
914	37530.3431
915	37526.14124
916	37517.94491
917	37511.8403
918	37505.38803
919	37503.36197
920	37490.19786
921	37487.43157
922	37480.47886
923	37478.20282
924	37472.15485
925	37471.62785
926	37462.52002
927	37455.7599
928	37448.78203
929	37440.86719
930	37434.50906
931	37431.38828
932	37430.58068
933	37421.4126
934	37413.42046
935	37404.18663
936	37402.46744
937	37402.05127
938	37398.22493
939	37393.3529
940	37379.59288
941	37371.65912
942	37357.92276
943	37357.46811
944	37350.14887
945	37343.49081
946	37340.89387
947	37337.11652
948	37333.48374
949	37329.03132
950	37324.9032
951	37319.17766
952	37317.9005
953	37317.11036
954	37315.31644
955	37311.39795
956	37308.08756
957	37307.02724
958	37306.23499
959	37299.17748
960	37294.26564
961	37288.28247
962	37284.41836
963	37272.12722
964	37270.93862
965	37267.19112
966	37259.95577
967	37258.86124
968	37255.52568
969	37246.19363
970	37242.49537
971	37241.27102
972	37236.80561
973	37231.72836
974	37229.89309
975	37228.74635
976	37223.65071
977	37220.54354
978	37216.82088
979	37205.97003
980	37205.5256
981	37201.66788
982	37197.39538
983	37196.66137
984	37193.02479
985	37189.33698
986	37186.47764
987	37185.8229
988	37180.21256
989	37177.28134
990	37176.18284
991	37172.47253
992	37168.07542
993	37157.07288
994	37152.34215
995	37142.39298
996	37138.0709
997	37137.07915
998	37134.2609
999	37131.90637
